APT;Additional;Annotator;Difficulty;FailureReasons;FormatCorrect;Group;Index;Kind;Original;Paraphrase;annotation_id;annotator.1;created_at;id;lead_time;type;updated_at
Change of order;;5;Easy;;Yes;;1054;1;The Washington Post said Airlite would shut down its first shift and parts of the second shift Monday to accommodate the president’s appearance.; Airlite would shut down its first shift and parts of the second shift Monday to accommodate the president’s appearance, The Washington Post said.;180;13;23.01.2024 17:19;181;53863;"[{""start"":123,""end"":147,""text"":""The Washington Post said"",""labels"":[""APT""]}]";23.01.2024 17:22
Change of order;;2;Easy;;Yes;;1060;0;The processors were announced in San Jose at the Intel Developer Forum.;In San Jose at the Intel Developer Forum, the processors were announced.;249;14;24.01.2024 10:58;182;36013;;24.01.2024 10:58
Change of order;;3;Easy;;Yes;;1061;3;The processors were announced in San Jose at the Intel Developer Forum.;The processors were announced at the Intel Developer Forum in San Jose.;442;18;26.01.2024 19:15;183;38317;"[{""start"":30,""end"":71,""text"":""at the Intel Developer Forum in San Jose."",""labels"":[""APT""]}]";26.01.2024 19:15
Change of order;;4;Easy;;Yes;;1062;2;The processors were announced in San Jose at the Intel Developer Forum.;The processors were announced at the Intel Developer Forum in San Jose.;274;15;24.01.2024 12:11;184;57697;"[{""start"":30,""end"":70,""text"":""at the Intel Developer Forum in San Jose"",""labels"":[""APT""]}]";24.01.2024 12:18
Change of order;;5;Easy;;Yes;;1063;4;The processors were announced in San Jose at the Intel Developer Forum.;At the Intel Developer Forum in San Jose, the processors were announced.;182;13;23.01.2024 17:20;185;62659;"[{""start"":29,""end"":71,""text"":""in San Jose, the processors were announced"",""labels"":[""APT""]}]";23.01.2024 17:23
Change of order;;6;Easy;;Yes;;1064;1;The processors were announced in San Jose at the Intel Developer Forum.; In San Jose at the Intel Developer Forum, the processors were announced.;79;8;23.01.2024 12:02;186;211604;"[{""start"":1,""end"":42,""text"":""In San Jose at the Intel Developer Forum,"",""labels"":[""APT""]},{""start"":43,""end"":73,""text"":""the processors were announced.\\n"",""labels"":[""APT""]}]";23.01.2024 12:02
Change of order;;3;Easy;;Yes;;1070;0;The top rate will go to 4.45 percent for all residents with taxable incomes above $500,000.;For all residents with taxable incomes above $500,000, the top rate will go to 4.45 percent.;443;18;26.01.2024 19:16;187;73854;;26.01.2024 19:16
Change of order;;4;Easy;otherchange;Yes;Others;1071;3;The top rate will go to 4.45 percent for all residents with taxable incomes above $500,000.;Governor George Pataki's tax cuts reduced the tax rate to 4.45 percent for all residents with taxable incomes above $500,000.;275;15;24.01.2024 12:16;188;326394;;24.01.2024 12:16
Same Polarity Substitution (contextual);Structure-based Changes;9;Easy;;No;;8021;3;He said the foodservice pie business doesn't fit the company's long-term growth strategy.;"""The food service pie business doesn't fit into our long-term growth strategy,"" the source told the newspaper.";613;21;30.01.2024 12:47;401;75671;"[{""start"":91,""end"":95,""text"":""told"",""labels"":[""APT""]}]";30.01.2024 12:47
Change of order;;6;Easy;;Yes;;1073;4;The top rate will go to 4.45 percent for all residents with taxable incomes above $500,000.;For all residents with taxable incomes above $500,000, the top rate will go to 4.45 percent.;80;8;23.01.2024 12:03;190;62789;"[{""start"":0,""end"":54,""text"":""For all residents with taxable incomes above $500,000,"",""labels"":[""APT""]},{""start"":55,""end"":92,""text"":""the top rate will go to 4.45 percent."",""labels"":[""APT""]}]";23.01.2024 12:03
Change of order;;7;Easy;;Yes;;1074;1;The top rate will go to 4.45 percent for all residents with taxable incomes above $500,000.; For all residents with taxable incomes above $500,000, the top rate will go to 4.45 percent.;399;17;24.01.2024 20:13;191;1,12273E+16;"[{""start"":56,""end"":93,""text"":""the top rate will go to 4.45 percent."",""labels"":[""APT""]},{""start"":1,""end"":55,""text"":""For all residents with taxable incomes above $500,000,"",""labels"":[""APT""]}]";25.01.2024 14:43
Change of order;;4;Easy;;Yes;;1080;0;Thomas and Tauzin say, as do many doctors, that the Bush administration has the power to correct some of those flaws.;Thomas and Tauzin, as do many doctors, say that the Bush administration has the power to correct some of those flaws.;277;15;24.01.2024 12:17;192;62977;"[{""start"":39,""end"":42,""text"":""say"",""labels"":[""APT""]}]";24.01.2024 12:17
Change of order;Others;5;Easy;;Yes;;1081;3;Thomas and Tauzin say, as do many doctors, that the Bush administration has the power to correct some of those flaws.;As do many doctors, Thomas and Tauzin say the Bush administration has the power to correct some of those flaws.;188;13;23.01.2024 17:26;193;99852;"[{""start"":0,""end"":18,""text"":""As do many doctors"",""labels"":[""APT""]}]";23.01.2024 17:26
Syntheticanalytic substitution;;9;Hard;;No;;12062;2;"""The result is an overall package that will provide significant economic growth for our employees over the next four years.""";" ""The outcome is a comprehensive package that will generate substantial economic expansion for our workforce in the upcoming four years.""";633;21;30.01.2024 13:32;659;31729;"[{""start"":1,""end"":136,""text"":""The outcome is a comprehensive package that will generate substantial economic expansion for our workforce in the upcoming four years.\"""",""labels"":[""APT""]}]";30.01.2024 13:32
Change of order;;7;Hard;Nonsense;Yes;;1083;4;Thomas and Tauzin say, as do many doctors, that the Bush administration has the power to correct some of those flaws.;As do many doctors, the Bush administration has the power, Thomas and Tauzin say, to correct some of those flaws.;400;17;24.01.2024 20:14;195;67648;;25.01.2024 14:43
Change of order;;8;Easy;;Yes;;1084;1;Thomas and Tauzin say, as do many doctors, that the Bush administration has the power to correct some of those flaws.; As do many doctors, Thomas and Tauzin say that the Bush administration has the power to correct some of those flaws.;559;20;30.01.2024 10:50;196;179261;"[{""start"":21,""end"":42,""text"":""Thomas and Tauzin say"",""labels"":[""APT""]}]";30.01.2024 10:50
Change of order;;5;Easy;;Yes;;1090;0;Based on experience elsewhere, it could take up to two years before regular elections are held, he added.;It could take up to two years before regular elections are held, based on experience elsewhere, he added.;189;13;23.01.2024 17:26;197;37477;"[{""start"":65,""end"":94,""text"":""based on experience elsewhere"",""labels"":[""APT""]}]";23.01.2024 17:26
Change of order;;6;Easy;otherchange;Yes;Morpho- and Lexicon-based Changes;1091;3;Based on experience elsewhere, it could take up to two years before regular elections are held, he added.;Based on experience elsewhere, it could take up to 24 months before regular elections are held, he said.;82;8;23.01.2024 12:07;198;114033;;23.01.2024 12:07
Change of order;;7;Hard;;Yes;;1092;2;Based on experience elsewhere, it could take up to two years before regular elections are held, he added.;He added that based on experience elsewhere, regular elections could take up to two years before they are held.;401;17;24.01.2024 20:16;199;413505;"[{""start"":0,""end"":13,""text"":""He added that"",""labels"":[""APT""]},{""start"":45,""end"":62,""text"":""regular elections"",""labels"":[""APT""]},{""start"":63,""end"":96,""text"":""could take up to two years before"",""labels"":[""APT""]}]";29.01.2024 14:09
Change of order;;8;Easy;;Yes;;1093;4;Based on experience elsewhere, it could take up to two years before regular elections are held, he added.;He added, based on experience elsewhere, it could take up to two years before regular elections are held.;560;20;30.01.2024 10:51;200;6044;"[{""start"":0,""end"":8,""text"":""He added"",""labels"":[""APT""]}]";30.01.2024 10:51
Semantic based;"{""choices"":[""Morpho- and Lexicon-based Changes"",""Structure-based Changes""]}";9;Hard;;No;;9062;2;The virus kills roughly 36,000 people in an average year, according to the U.S. Centers for Disease Control and Prevention.;According to the U.S. Centers for Disease Control and Prevention, approximately 36,000 individuals die from the virus in an average year.;618;21;30.01.2024 12:53;491;46535;"[{""start"":69,""end"":120,""text"":""approximately 36,000 individuals die from the virus"",""labels"":[""APT""]}]";30.01.2024 12:53
Change of order;;7;Hard;Nonsense;Yes;;711003;0;Herman played with the dog owned by the local policeman.;The police arrested Herman;428;17;25.01.2024 15:03;202;131552;;25.01.2024 15:03
AdditionDeletion;Others;6;Easy;;Yes;;611004;0;Sorkin, who faces charges of conspiracy to obstruct justice and lying to a grand jury, was to have been tried separately.;Sorkin was to have been tried separately on charges of conspiracy and lying to a grand jury,.;78;8;23.01.2024 11:58;203;207186;;23.01.2024 12:15
Inflectional Change;;3;Easy;otherchange;Yes;Morpho- and Lexicon-based Changes;311002;0;Based on experience elsewhere, it could take up to two years before regular elections are held, he added.;Based on experience elsewhere, it could take up to two years before regular elections are held, he said.;471;18;26.01.2024 20:25;204;38281;;26.01.2024 20:25
Change of order;Structure-based Changes;3;Easy;;No;;1052;2;The Washington Post said Airlite would shut down its first shift and parts of the second shift Monday to accommodate the president’s appearance.;Airlite would shut down its first shift and parts of the second shift on Monday, to accommodate the president's appearance, as reported by The Washington Post.;441;18;26.01.2024 19:14;179;11654;"[{""start"":124,""end"":159,""text"":""as reported by The Washington Post."",""labels"":[""APT""]}]";26.01.2024 19:14
Spelling Changes;Structure-based Changes;3;Easy;;Yes;;311000;0;The DVD-CCA then appealed to the state Supreme Court..;The DVD CCA then appealed to the state Supreme Court.;469;18;26.01.2024 20:22;206;28136;"[{""start"":4,""end"":11,""text"":""DVD CCA"",""labels"":[""APT""]}]";26.01.2024 20:22
Derivational Changes;Others;10;Easy;;Yes;;1011001;0;She estimated it would take three months and would require cancellation of a sub-audit of the Department of Environmental Quality.;She estimated that it would take three months and would require canceling a sub-audit of the Department of Environmental Quality.;309;11;24.01.2024 12:35;207;44089;"[{""start"":64,""end"":73,""text"":""canceling"",""labels"":[""APT""]}]";24.01.2024 12:35
AdditionDeletion;;5;Hard;otherchange;Yes;"{""choices"":[""Morpho- and Lexicon-based Changes"",""Semantic-based Changes""]}";511004;0;Sorkin, who faces charges of conspiracy to obstruct justice and lying to a grand jury, was to have been tried separately.;Sorkin was to have been tried separately on charges of conspiracy and lying to a grand jury,.;242;13;23.01.2024 18:41;208;119244;;23.01.2024 18:41
AdditionDeletion;;3;Hard;otherchange;Yes;"{""choices"":[""Semantic-based Changes"",""Others""]}";311004;0;Sorkin, who faces charges of conspiracy to obstruct justice and lying to a grand jury, was to have been tried separately.;Sorkin was to have been tried separately on charges of conspiracy and lying to a grand jury,.;473;18;26.01.2024 20:30;209;296376;;26.01.2024 20:30
Derivational Changes;Others;6;Easy;;Yes;;611001;0;She estimated it would take three months and would require cancellation of a sub-audit of the Department of Environmental Quality.;She estimated that it would take three months and would require canceling a sub-audit of the Department of Environmental Quality.;84;8;23.01.2024 12:09;210;70194;"[{""start"":64,""end"":73,""text"":""canceling"",""labels"":[""APT""]}]";23.01.2024 12:09
AdditionDeletion;;8;Hard;otherchange;Yes;Semantic-based Changes;811004;0;Sorkin, who faces charges of conspiracy to obstruct justice and lying to a grand jury, was to have been tried separately.;Sorkin was to have been tried separately on charges of conspiracy and lying to a grand jury,.;576;20;30.01.2024 11:26;211;103942;;30.01.2024 11:26
Inflectional Change;;7;Easy;otherchange;Yes;Morpho- and Lexicon-based Changes;711002;0;Based on experience elsewhere, it could take up to two years before regular elections are held, he added.;Based on experience elsewhere, it could take up to two years before regular elections are held, he said.;427;17;25.01.2024 15:00;212;10135;;25.01.2024 15:00
Inflectional Change;;15;Easy;otherchange;Yes;Morpho- and Lexicon-based Changes;1511002;0;Based on experience elsewhere, it could take up to two years before regular elections are held, he added.;Based on experience elsewhere, it could take up to two years before regular elections are held, he said.;171;2;23.01.2024 17:11;213;68176;;23.01.2024 17:11
