;annotator;apt;index;kind;paraphrase-text;original;paraphrase_fixed;paraphrase;applied-correctly;failure_identical;failure_otherchange;failure_nonsense;failure_other;correct_format;hard;add_morph;add_struct;add_semantic;add_others;mistaken_morph;mistaken_struct;mistaken_semantic;mistaken_others;start;end;marked_text;golden_example
72;2;Change of order;1042;2;The talk, however, was downplayed by PBL which said it would only focus on smaller purchases that were immediately earnings and cash flow accretive.;However, the talk was downplayed by PBL which said it would focus only on smaller purchases that were immediately earnings and cash flow accretive.;The talk, however, was downplayed by PBL which said it would only focus on smaller purchases that were immediately earnings and cash flow accretive.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;61.0;71.0;only focus;False
73;3;Change of order;1043;4;By PBL, the talk was downplayed which said it would focus only on smaller purchases that were immediately earnings and cash flow accretive.;However, the talk was downplayed by PBL which said it would focus only on smaller purchases that were immediately earnings and cash flow accretive.;By PBL, the talk was downplayed which said it would focus only on smaller purchases that were immediately earnings and cash flow accretive.;True;True;False;False;False;False;True;False;False;False;False;True;False;False;False;False;0.0;31.0;By PBL, the talk was downplayed;False
74;4;Change of order;1044;1; PBL downplayed the talk, saying it would focus only on smaller purchases that were immediately earnings and cash flow accretive.;However, the talk was downplayed by PBL which said it would focus only on smaller purchases that were immediately earnings and cash flow accretive.; PBL downplayed the talk, saying it would focus only on smaller purchases that were immediately earnings and cash flow accretive.;True;True;False;False;False;False;True;True;True;False;False;True;False;False;False;False;1.0;32.0;PBL downplayed the talk, saying;False
75;1;Change of order;1050;0;Airlite would shut down its first shift and parts of the second shift Monday to accommodate the presidentÃ¢Â€Â™s appearance, The Washington Post said.;The Washington Post said Airlite would shut down its first shift and parts of the second shift Monday to accommodate the presidentÃ¢Â€Â™s appearance.;Airlite would shut down its first shift and parts of the second shift Monday to accommodate the president’s appearance, The Washington Post said.;True;True;False;False;False;False;True;False;False;True;False;False;False;False;False;False;122.0;146.0;The Washington Post said;False
76;2;Change of order;1051;3;The specilaty airline manufacturer said it would shut down its first shift and parts of the second shift Monday to accommodate the presidentÃ¢Â€Â™s appearance, the Washington Post reported.;The Washington Post said Airlite would shut down its first shift and parts of the second shift Monday to accommodate the presidentÃ¢Â€Â™s appearance.;The specilaty airline manufacturer said it would shut down its first shift and parts of the second shift Monday to accommodate the president’s appearance, the Washington Post reported.;True;True;False;False;False;False;True;True;False;False;True;False;False;False;False;False;157.0;186.0;the Washington Post reported.;False
77;3;Change of order;1052;2;"Airlite would shut down its first shift and parts of the second shift on Monday, to accommodate the president's appearance, as reported by The Washington Post. (The alteration that was applied is changing the order of the phrase ""as reported by The Washington Post"" to be placed at the end of the sentence.)";The Washington Post said Airlite would shut down its first shift and parts of the second shift Monday to accommodate the presidentÃ¢Â€Â™s appearance.;Airlite would shut down its first shift and parts of the second shift on Monday, to accommodate the president's appearance, as reported by The Washington Post.;True;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;124.0;159.0;as reported by The Washington Post.;False
78;4;Change of order;1053;4;Monday, to accommodate the president's appearance, Airlite would shut down its first shift and parts of the second shift, as reported by The Washington Post.;The Washington Post said Airlite would shut down its first shift and parts of the second shift Monday to accommodate the presidentÃ¢Â€Â™s appearance.;Monday, to accommodate the president's appearance, Airlite would shut down its first shift and parts of the second shift, as reported by The Washington Post.;True;True;False;False;False;False;True;True;True;True;False;False;False;False;False;False;;;;False
79;5;Change of order;1054;1; Airlite would shut down its first shift and parts of the second shift Monday to accommodate the presidentÃ¢Â€Â™s appearance, The Washington Post said.;The Washington Post said Airlite would shut down its first shift and parts of the second shift Monday to accommodate the presidentÃ¢Â€Â™s appearance.; Airlite would shut down its first shift and parts of the second shift Monday to accommodate the president’s appearance, The Washington Post said.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;123.0;147.0;The Washington Post said;False
80;2;Change of order;1060;0;In San Jose at the Intel Developer Forum, the processors were announced.;The processors were announced in San Jose at the Intel Developer Forum.;In San Jose at the Intel Developer Forum, the processors were announced.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;;;;False
81;3;Change of order;1061;3;The processors were announced at the Intel Developer Forum in San Jose.;The processors were announced in San Jose at the Intel Developer Forum.;The processors were announced at the Intel Developer Forum in San Jose.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;30.0;71.0;at the Intel Developer Forum in San Jose.;False
82;4;Change of order;1062;2;The processors were announced at the Intel Developer Forum in San Jose.;The processors were announced in San Jose at the Intel Developer Forum.;The processors were announced at the Intel Developer Forum in San Jose.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;30.0;70.0;at the Intel Developer Forum in San Jose;False
83;5;Change of order;1063;4;At the Intel Developer Forum in San Jose, the processors were announced.;The processors were announced in San Jose at the Intel Developer Forum.;At the Intel Developer Forum in San Jose, the processors were announced.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;29.0;71.0;in San Jose, the processors were announced;False
84;6;Change of order;1064;1; In San Jose at the Intel Developer Forum, the processors were announced.;The processors were announced in San Jose at the Intel Developer Forum.; In San Jose at the Intel Developer Forum, the processors were announced.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;43.0;73.0;the processors were announced.\n;False
85;3;Change of order;1070;0;For all residents with taxable incomes above $500,000, the top rate will go to 4.45 percent.;The top rate will go to 4.45 percent for all residents with taxable incomes above $500,000.;For all residents with taxable incomes above $500,000, the top rate will go to 4.45 percent.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;;;;False
